,TIME,CONTENT
139,2020-05-18 04:10:00,"原本外界以為，台積電答應赴美投資設廠，就可繼續對大陸華為等陸廠出貨，結果不是如此，美國政府上周五公布新出口限制，等於禁止台積電再對華為出貨，台積電營收勢必受影響。

台積電要投資3000多億台幣在美國設廠，業界一般的看法是不符成本效益，不過在美方要求與壓力下，是不得不然的「政治投資」，這從消息宣布後美國國務卿都大大肯定，稱許為「歷史性投資案」，即可看出其中的政治味道。

雖然未必符合經濟效益，但外界以「買保險」觀點看待，倒也認為如果因此買到美國政府不再蠻橫干預，台積電能正常出貨給華為等重要大陸客戶，這個投資還是有其效益。

但話猶在耳，美國宣布新的禁令，國外半導體廠商只要業務有使用美國軟體和技術，在沒有事先獲得美國官員許可的情況下，不得向華為發運產品。這個限制形同禁止台積電對華為出貨，除非美方批准，否則無論如何「繞道」都繞不過去。

美國顯然完全以其利益為依歸，外界不必期待與相信美方的「善意」回報。蔡政府把全部賭注押在美國，其實反而讓自己更沒籌碼，台灣在美國的天平上，份量反而不如馬政府時期的「左右逢源」。

原本因簽署貿易協議而暫停爭執的中美關係，因新冠肺炎因素再起爭端，美國總統川普甚至講出不惜切斷與大陸的一切關係的賭氣話，今年中美間的鬥爭將更強烈，美國一定會把台灣拖進去當棋子，蔡政府應看清台灣真正的實質利益在哪裡，切勿輕信川普那套口惠而實不至的手法，更要提防川普反覆多變的施政風格。"
140,2020-05-15 18:03:20,"全球晶圓代工龍頭台積電15日閃電宣布，將赴美國亞利桑那州投資晶圓代工廠，用來生產5奈米製程晶片，耗資120億美元(約3600億元新台幣)。台積電不只是半導體產業技術最為先進的廠商之一，同時也是台灣產能與投資規模最大的企業，勢必引發相關效應。台積電，赴美設廠是否代表在台灣產能將大規模轉移，這就要從台積電先前建廠的腳步來看。



在陸美科技戰之下，如同先前台積電創辦人張忠謀所說所說，台積電在平和時期作為全球供應鏈的一環就好，但台積電在亂世之下，將成為兵家必爭之地。台積電董事長劉德音去年6月曾提到，台積電赴美設廠還不是時候，因為美國成本太高還是問題。



然而，陸美貿易戰爆發後，大陸設備巨頭華為2019年5月遭列入實體清單，但根據台積電年報顯示，最大客戶分別在2017、2018以及2019年各占23%、22% 及23%比重；第二大客戶在2017、2018年貢獻營收占比都達不到10%，卻在2019年突飛猛進，達14%。據供應鏈透露，第二大客戶就是華為，台積電2019年大陸客戶貢獻營收幾乎達20%，大陸客戶的影響力與日俱增。



在陸美科技戰越演越烈之下，川普政府本周傳邀請台積電、英特爾以及三星電子赴美設廠，台積電周五就宣布消息，將在亞利桑那州設廠，規劃該廠區月產能為2萬片晶圓，2021年至2029年投入此專案約120億美元(3600億元新台幣)資本支出。



台積電南京廠於2016 年 7 月動工，2017 年 9 月進機典禮，整段時間花費14個月，進機到量產時程也不到半年時間，總體時間不到2年，該廠區主要負責生產12奈米及16奈米製程，為當時大陸製程技術最先進的晶圓廠，預估至2020年底前將擴產至月產2萬片12吋晶圓。



此外，依照台積電先進製程規劃，7奈米（N7）製程技術在2019年已經進入量產第2年，在行動裝置、高效能運算（HPC）、物聯網（IoT）和車用電子等眾多產品中持續被廣泛採用。後續推出的7 奈米強效版（N7+）導入極紫外光（EUV）微影技術進行量產，整體N7營收占全年晶圓銷售金額的27%。



至於6 奈米（N6）製程剛在2020年Q1進入試產階段，擴展台積電N7 家族的未來性。台積電5 奈米（N5）製程技術將在2020年上半年開始量產。至於3奈米（N3），台積電公布的時程顯示，將在2021 年試產，目標2022 下半年量產，3奈米是N5 後另一全節點提升的製程，將提供業界最佳的功耗/效能/ 面積（PPA）的製程技術。



從台積電2019年總出貨量1,010 萬片12 吋晶圓來看，未來亞利桑那州的月產能2萬片晶圓不到台積電總產能3%；再從2021 年至 2029 年投入120 億美元來看，台積電2020年資本支出150 億至 160 億美元，連10%比重都不到。



從以上數據來看，台積電仍把台灣當成生產重心，不僅最優秀的技術都留在台灣，產能規模以及投資金額也占大最大份額，新竹寶山3奈米研發中心也在首季開始動工，預計2021年完工啟用；台積電南科18廠也在今年Q1完工，5奈米開始量產，台積電在台供應鍊仍正常運作。



知名半導體分析師陸行之也在日前分析，台積電赴美設廠還太早，與美國沒有中下游群聚效益、工作效率差異和衝擊台灣半導體等3大理由有關，認為台積電去美國最多只能做個樣板廠。



回到張忠謀所提到「台積電將成兵家必爭之地」這句話，台積電成為全球最大的晶圓代工廠，加上自主研發專利多，能一定程度避開美國技術含量門檻限制，有其戰略地位。不過，只要陸美關係產生變化，台積電業績前景勢必出現影響，雖台積電在大陸有南京、上海兩廠區，但這次事件是否引發北京當局不滿，甚至以一些反制措施作為回應，市場仍在觀察。
(中時電子報)"
141,2020-05-21 04:10:00,"美國祭出華為新禁令，以賽亞研究（Isaiah Research）最新供應鏈調查發現，華為確實對台積電下急單，然因台積電產能限制（7奈米已滿載），華為海思鎖定5奈米、12奈米製程產品，總值約4億美元，同時，考量平均三個月生產前置時間，台積電投產啟動應至6月，趕在9月中前全數出貨。

華為、海思半導體目前下單在台積電的製程有5、7與12奈米，前二者投產智慧機所需晶片，5奈米有麒麟1020晶片，7奈米有麒麟980、810、820、985、990與990 5G；至於12奈米則以5G基地台所需為主。

以賽亞研究執行長曾盟斌接受本報專訪指出，經與供應鏈、業界高層人士會談後得出，台積電5奈米製程產能利用率5月約五成、6月推估為六成，估算共可給予華為海思25,000片晶圓產能，以單片晶圓單價15,000美元推算，急單可帶入3.75億美元營收，12奈米製程目前產能利用率為九成，還剩一成可接急單，因此，加總約貢獻台積電4億美元營收。

如美國執意執行華為新禁令，以賽亞認為，華為至少在未來2～3年內找不到替代解答，畢竟幾乎所有重要半導體廠均涉及美國技術或設備，這也與瑞信證券擔憂台積電、中芯國際未來對華為海思供貨全數中斷觀點不謀而合。

針對兩大強國科技戰後續變化，曾盟斌認為，美國最後應該會讓華為智慧機所需晶片得以繼續生產（因與國安相關度較低），而持續緊咬可能侵害美國國家安全的5G、人工智慧（AI）、高效能運算（HPC）項目。

以賽亞提醒，大陸應不會貿然升級衝突，但萬一美國既不放過華為5G基站，也不鬆手華為智慧機，就可能展開報復。里昂證券日前已推測萬一大陸針對美國進行報復，矛頭比較可能針對非科技領域下手，考量大陸對美國高科技與半導體的依賴程度高，較不可能向外界擔憂的拿蘋果、高通、思科等科技企業出拳。"
142,2020-06-02 04:10:00,"外資回補等利多，台股1日衝過萬一及年線，電子股龍頭台積電（2330）及重量級權值股英業達（2356）走勢勁揚。外資1日回補台積電9,082張，推升台積電1日股價上漲3.5元，漲幅1.2％，收在295.5元，收復月線。

英業達1日股價上漲0.3元，漲幅1.23％，收在24.7元，股價技術面呈現短中期均線多頭，外資1日買超英業達3,620張，為連六日買超，持股水位升至27.87％。

台積電日前受到美國加強對華為禁令的諸多紛擾，在外資持續減碼下，股價表現不理想，不過1日終於再度收復月線，由於台積電季線即將走平翻揚，將有助於未來幾周股價上揚力道。

因應客戶需求，台積電持續擴充產能，已展開竹南先進封測廠建廠準備，台積電第一期廠區2021年中便可望完工運轉，竹南廠總投資額估計超過新台幣3,000億元。

除了台灣的產能擴增，為了解決美國制裁華為事件，已經宣布將在美亞利桑那州興建且營運一座先進晶圓廠，技術為5奈米製程，2021年動工，2024年量產。

市場認為，新冠肺炎疫情已陸續解除，經濟活動回到常態，資金回流台股之際，首選為台積電，台積電的股價動態關注外資交易多空。

至於在英業達部分，隨著復工率逐步提升，英業達4月合併營收一舉飆高、突破490億元，站上歷史單月營收次高，單月合併營收達492.86億元，月增17.63％、年增25.7％，寫下歷年來單月營收次高紀錄，僅較2018年8月的498.71億元稍低。

英業達今年前四個月合併營收來到1,379.65億元，雖仍較去年同期下滑逾一成，惟法人在看好其第二季來自筆電及伺服器之出貨力道大幅增溫下，季營收可望較第一季出現兩位數的強勁反彈力道。"
143,2020-05-22 11:54:12,"台股今開低殺低，加權股價指再度跌破年線、萬一等長多重要關卡外，盤中連5日線與10日線都相繼失守，在蘋果供應鏈三劍客，包括台積電、股王大立光與鴻海等帶頭拉回，而被動元件、矽晶圓、PCB與IC設計等族群也表現不佳下，使盤勢上檔承壓，迄上午11：33的指數暫報大跌163點，為10844點，跌幅1.49%，成交1166億元。

相對台股大跌，新台幣兌美元在匯市就顯得老神在在，呈現震盪趨堅格局。新台幣兌美元匯價周五甫開市暫報29.97元，貶值2分，但這也是今天早盤的最低點，之後新台幣匯率持穩上揚，最高一度來到29.935元，小幅升值1.5分，迄上午10：45仍暫報29.949元，微幅升值0.1分。

新台幣相對強勢，顯示即便外資短線在台股大肆調節，但資金似並未大舉匯出，仍在場外停、看、聽伺機而動，顯示台股後市並未過分悲觀，在國家隊法人逢低護持意願仍濃厚下，業內預期短期盤勢不排除續在季線與年線，上下約500點的大區間來回游走，而個股依題材表現仍是大盤特色。


(工商 )"
144,2020-05-15 09:03:14,"晶圓代工龍頭台積電15日宣布在與美國聯邦政府及亞利桑那州的共同理解和其支持下，有意於美國興建且營運一座先進晶圓廠。

此座將設立於亞利桑那州的廠房將採用台積公司的5奈米製程技術生產半導體晶片，規劃月產能為20,000片晶圓，將直接創造超過1,600個高科技專業工作機會，並間接創造半導體產業生態系統中上千個工作機會。該晶圓廠將於2021年動工，於2024年開始量產。

2021年至2029年，台積公司於此專案上的支出（包括資本支出）約120億美元、約折合台幣3600億元。此先進晶圓廠不僅能使台積電為客戶和夥伴提供更好的服務，也為台積公司提供了更多吸引全球人才的機會。

台積電表示，此專案對於充滿活力及具有競爭力的美國半導體生態系統來說具有重要的策略性意義，它使具業界領先地位的美國公司能於美國境內生產其最先進的半導體產品，同時又能受惠於世界級的半導體晶圓製造服務公司及其生態系統的地理鄰近性。
(工商 )"
145,2020-06-03 17:39:18,"倫元投顧分析師陳學進表示，台股3日開高走高，終場上漲192.23點，漲幅1.73％，收在11,320.16點，櫃買指數同步收紅，終場走揚1.98點，漲幅1.33％，以151.03點作收。三大法人方面，外資續買176.42億元，投信續買15.34億元，自營商續買64.63億元，同時外資於台指期貨市場上再度加碼1,478口多單，累計淨多單部位為40,894口，心態呈現謹慎中性偏多。

雖然中美緊張關係持續升溫，且美國因種族問題造成的示威抗議活動遍地開花，但陸廠復工、歐美解封、石油輸出國家組織與夥伴國（OPEC+）預計延長現行減產規模2個月，以及市場預期全球經濟可望重返成長軌道的帶動下，樂觀氛圍抵銷盤面利空，美股四大指數2日持續勁揚，連帶台股3日跟進大漲，再創近期反彈新高。

個股方面，本周納入投資組合的創惟，受惠Type-C需求暢旺，營運展望樂觀，配合趨勢走多向上、內資法人大戶心態偏多不變、量價不失控下，預期後市仍有大漲再創新高的機會。

此外，隨外資買盤陸續歸隊，不僅權值股的台積電、鴻海、台塑四寶及金融股回穩上漲，在大陸車市景氣逐漸回溫，以及蘋果新品將於下半年聯袂齊發的加持下，包括友達、群創、世芯-KY、緯軟、精華、金可-KY、晶碩、順德、界霖、強茂、美琪瑪、康普、智伸科、皇田、大立光、玉晶光、台郡、鎧勝-KY、GIS-KY等個股3日皆同步走揚。

展望後市，大盤短線急漲過後或有震盪，但在資金行情持續助推下，只要多方控盤格局不變，且內外資法人持續偏多操作，後市行情仍不容小覷，順勢操作以「多」為主。


(工商 )"
146,2020-05-15 15:10:35,"針對台積電將赴美國興建5奈米廠，科技部長陳良基認為，他了解的消息是台積電在台灣的先進製程規劃都還是延續，他也研判台積電仍是將最先進、最有價值的研發階段留在台灣。

台積電今日上午宣布，有意在美國興建「5奈米製程技術生產半導體晶片」先進晶圓廠，將於2021年動工，2024年開始量產。

陳良基受訪時認為，以台積電宣布的時程來看，2024年才開始量產5奈米，台灣今年就會開始量產5奈米，3奈米廠今年動工，目前規劃都還是延續，所以屆時台灣廠至少領先美國廠兩個世代，顯示台積電還是將最先進、最有價值的研發留在台灣。

陳良基也分析，台灣自然資源有限 ，若要協助全球半導體製造，確實需要更大的資源，所以從產業布局來看，台積電赴美設廠也是合理。對台灣來講，如果先進製程還是在台灣的話，所謂先進跟後進就是科技產業跟傳統產業；傳統產業毛利低，先進才有比較高的價值。所以對台灣來講，自然資源有限，不可能吃全球半導體這個量，但可以吃比較先進就夠了。

至於台積電赴美設廠是否會牽動中下游廠商布局？陳良基認為，若是先進還是在台灣，那產業鏈就會在這裡，但也必須適當引導包括封裝、測試等，維持先進技術，也算是一種分工，台灣就是吃最先進這塊，這也是跟高科技廠商過去幾次會談中比較有共識的想法。

陳良基也笑說，他剛上任時第一件事說要盡洪荒之力把台積電留下，一宣布回歸學界，台積電就說要赴美設廠，是滿尷尬的巧合。陳良基也說卸任後會先跟學校請一年的假進修，持續精進相關能力。
(工商 )"
147,2020-05-20 15:57:11,"美國商務部15日宣布新出口禁令，擴大對華為制裁，要求使用美國技術的半導體業者若要供貨給華為，必須先取得美國政府許可；中國商務部則回應將採取一切必要措施，維護中國企業的合法權益。

美中再度針鋒相對，對全球科技供應鏈帶來不確定與壓力。統一中小基金經理人林世彬表示，近日市場擔心美中貿易戰、科技戰再度開打，會像去年雙方來回較勁時，造成資本市場震盪不安，但從幾個方向思考，評估現階段美中緊張情勢對股市影響應是短暫且有限。



NN(L)新興市場債券基金經理人胡璋健則表示，中美科技戰是兩國的博弈，過去經驗顯示，美國大選前一般會上演中美對罵，中國議題成為爭取選票的目標，大選後，中國議題因素就會消失，所以中美科技戰可視為美國大選的雜音，川普希望借此贏得更多的選票。

林世彬認為，美國針對華為，意在防止竊密與打壓中國5G發展，這是老調重彈，且美國疫情尚未結束，就急著對中國下手，其背後另有政治目的，由於美國國內對總統川普防疫不力的民怨升溫，川普藉由打中國來轉移焦點，是總統大選前的政治操作手法。

其次，美國打華為會傷害到主要供應商台積電，台積電日前應美方要求，宣布赴美設廠，給足美國面子，美國政府沒有必要重手給予打擊。再者，美國疫情和緩後，川普政府仍需將政策重點放在振興經濟，以爭取選票、取得連任，因此預期美國11月大選前，美中雙方仍會持續你來我往交鋒，但應會避免擦槍走火。

針對疫情對資本市場的影響，林世彬表示，全球經濟成長率已因應肺炎疫情下修，第一季末、第二季初受衝擊最大是市場共識，因為最壞情況已過，且第二季開始有補庫存的需求，國際股市也持續反彈。

在美國帶頭祭出接近零的低利率，以及無限量化寬鬆之下，全球資金充沛，台幣走勢表現相對新興國家穩定，對台股形成有力支撐。隨著歐美等國重啟經濟活動、交通逐漸恢復，激勵國際油價反彈站上每桶30美元，幾個重要指標皆顯示情勢往正向發展，帶動市場樂觀情緒。

在下半年經濟將持續復甦的預期下，對台股後市審慎樂觀，操作策略上，持股維持中高水位，看好半導體及5G等產業長線發展趨勢不變。

另外，因應疫情效應，視訊會議需求大增，帶動雲端伺服器與NB行動辦公需求，此外，上半年受到封城影響消費需求，遞延至下半年，第三季相關電子業旺季效應仍可期待，相關產業可望受惠。




(時報資訊)"
148,2020-05-22 04:10:00,"新冠疫情爆發加上華為禁令升級，形同為去中化加上去美化，國票投顧最新「華為事件評析」報告指出，美國對華為新禁令意在全面封鎖華為於5G與海思半導體的競爭力，短期華為5G基地台與手機相關供應鏈股價皆會受衝擊，中長期則加速大陸半導體自主化進展，對台灣電子產業而言，是短空長多。

中美貿易戰後，加上此次新冠疫情爆發，全球製造產能將加速從大陸外移至台灣及越南、泰國等東南亞地區，甚至移回自己國家，如日本與美國等，甚至連台積電都宣布將於美國設建生產5奈米，避免未來當又有公衛事件爆發後所產生的斷鏈危機。

國票投顧分析，此次華為禁令升級，更是提醒大陸半導體自主化力道需再加大，短期主要衝擊華為5G基地台等網通供應鏈與海思半導體競爭力，因而將影響大陸5G基地台布建速度與大陸5G手機滲透率的提升速度，然中長期來看，只要華為於5G產業影響力大幅削弱後，美國勢必可能進行鬆綁，其他中系廠商也會陸續補上華為的市占率。

國票投顧認為，這樣來看，對台灣科技產業來看是短空長多，尤其是於產業具競爭力的廠商，如台灣半導體與鏡頭，僅是短期華為主要供應鏈營運將受衝擊，但喪失的訂單將陸續由其他廠商替補。

因此，短期主要華為基地台供應鏈為衝擊震央，包括晶圓代工的台積電，PCB測試板的精測與穎威，驅動IC的聯詠，類比IC的矽力-KY，射頻（RF）族群的立積與穩懋，鏡頭的大立光，基地台銅箔基板（CCL）的聯茂與5G ABF等族群，包括欣興與南電。

國票投顧指出，整體而言，此波禁令衝擊最大的還是華為的5G網通設備，至於華為手機銷售衝擊相對有限，僅可能是大陸5G基地台佈建速度相對趨緩，進而影響整體大陸5G手機滲透率提升速度。

從另一角度思考，此次動作既然是針對華為，華為影響力減弱後，然大陸5G政策已勢在必行，大陸勢必仍將加速其5G終端應用普及，維持國家競爭力，預期其他大陸廠商將陸續瓜分華為原本的份額，因此，國票投顧認為，對這些瓜分華為但於產業界影響力遠小於華為的大陸廠商，去美化動作也將加速進行。"
149,2020-05-21 23:56:00,"在美陸關係急墮谷底之際，川普政府上周五再出招，宣布全面封殺大陸電信設備龍頭華為的晶片供貨來源，華為高層坦言新禁令已危及華為生存。究竟老美逼死華為有多狠？港媒解密3大致命招。



其實，美國1年前就對華為祭出禁令，阻止美國企業供應華為晶片，但效果有限，原因在於華為繞道找非美企業供應相關晶片和各種通訊設備。



香港經濟日報報導，觀察人士指出，美方花了一年升級華為禁令2.0，足以影響全球晶片供應鏈，並徹底地封殺華為，其背後暗藏3大手段。



手段１：動員全球晶片廠圍堵華為



美商務部上周公布新禁令提到，不論是美國或外國企業，若沒有拿到美方的特許，就不能用美國的軟體或技術製造晶片出貨給華為。



瑞信指出，全球約40%晶片製造商使用如應用材料、科林研發（Lam Research）等美企的設備；還有高達85%的比例使用Cadence、Synopsys、Mentor等美企軟體。在美國禁令下，幾乎找不到能供貨華為的代工廠，因此有分析師形容如同「閹割式」制裁。



手段２：無任何陸企能滿足華為供貨需求

市場人士指出，大陸晶圓代工龍頭中芯國際的先進製程水平低於台積電，中芯僅能接手16奈米及12奈米的部分產能，而目前台積電吃下華為5奈米、7奈米等晶片訂單則無法被取代。



儘管外界認為，華為或可轉向聯發科採購手機晶片，因為聯發科晶片並非客製、是自主製造，不適用美國禁令，但聯發科僅能解決華為手機晶片所需，無法提供華為通訊網絡建設所需的晶片。



手段３：美新禁令讓華為沒有逃生門

美國商務部的新禁令明訂，廠商供貨華為，才必須遵守美方限制措施；因此，晶片廠商雖可向華為的客戶企業供貨，由後者負責組裝晶片置入華為系統，再賣給華為。不過這種行為卻可能涉及蓄意欺騙美國，與華為合謀的晶片廠恐有被美國制裁的風險。
(中時電子報)"
150,2020-05-15 13:18:34,"台股今（15）日消息面半導體龍頭台積電宣布將在美國設立晶圓廠激勵，呈現高檔震盪走勢，午盤過後指數維持10,800點上震盪行情。凱基投顧下周看好五大題材類股，包含：高速傳輸晶片股、BMC晶片股、類比IC股、連接器股、散熱股等，預期下周指數在10,600-11,000點區間震盪。

凱基投顧彙整資訊分析指出，近期兩項國際利多因素：

1.美國4月非農就業人數減少2050萬人，失業率14.7％；市場預估就業人數減少2200萬人，失業率20％；4月平均時薪月增4.7％、年增7.9％，分別優於預估的0.3％與3.3％。

2.4月大陸國內手機市場整體出貨量4,172.8萬支，年增14.2％，與前一月出貨量2,175.6萬支相比，月增近92％。

另提醒留意五項國內外利空因素： 1.4月份全體上市公司營收總計2兆5,137億元，較去年同月減少608億元，年減2.36％；累計前4月營收年減5.74％。

2.各國逐步解除封鎖，但韓國、大陸與日本解禁後，陸續傳出確診病例回升，印度的感染人數突破7萬人，亞洲第二高，俄羅斯確診病例更突破23萬人，全球第二高，僅次於美國，市場擔憂可能面臨第二波疫情危機。

3.MSCI半年度權重調整，台股在「全球市場指數」、「亞洲除日本指數」及「全球新興市場指數」等，三大指數權重皆遭調降，證期局初估影響台股約13.55億美元（400億元台幣）；最新權重將於5月29日收盤生效。

4.聯準會主席鮑爾指出肺炎疫情大流行，示警美國經濟面臨「重大下行風險」，可能需要採取更多刺激措施，才能使美國經濟擺脫低迷。但鮑爾表示不考慮實施負利率政策。

5.美國上周初次請領失業救濟金人數為298.1萬人，高於經濟學家平均預估的250萬人；累計過去8周，初領失業救濟金人數合計達3,650萬人。
(工商 )"
151,2020-05-16 04:10:00,"新冠肺炎疫情重創美國，令川普政府內鷹派勢力再起，一邊加緊將矛頭指向大陸，一邊則尋求提升美國經濟的獨立性，希望結束對大陸產業鏈的依賴。台積電赴美國亞利桑那州設廠，便是川普政府這個戰略的重要一環。而外界也關注，這一動作會否令美陸在科技領域進一步「脫鉤」（decoupling）。

美軍核心晶片 台積電包辦

去年10月25日，《紐約時報》就報導說，五角大廈官員在與晶片企業高層會談，討論如何將生產線轉回美國本土，主因在於，為美軍電腦系統提供晶片的生產線大多在國外，特別是台灣和大陸；而美方擔心，隨著美陸關係緊張，以及香港持續不穩定，可能迫使台灣供應鏈限制甚至切斷晶片供貨。報導中並特別點名台積電對美國「極端重要」。

台積電不僅是美國科技巨頭如蘋果和高通的主要供應商，還生產經五角大廈批准的「軍用級」晶片，連美國最新型匿蹤戰機F-35的可程式化晶片和5G通訊晶片，亦幾乎全由台積電獨家包辦。與此同時，台積電亦是大陸電信設備巨頭華為主要供應商，而華為則被美列為交易黑名單。

華為列黑名單 難置身事外

台積電也因此常覺得，自己是美陸兩強產業、科技對峙的必爭之「廠」。去年11月2日，台積電創辦人張忠謀在出席台積電運動會時就預言，「台積電是IT供應鏈非常重要的一環，當世界不安靜，台積電將變成一個地緣策略家的必爭之地。」

最近川普政府公布了一項擬議的修法，要求向大陸出口某些美國產品的外企不僅須取得本國政府的批准，還須獲得美國政府的許可。在這個條款下，美國可要求台積電禁止為大陸生產晶片，若如此，大陸大部分高級晶片將斷貨，包括手機在內的電信設備將無法生產。

川普總統一向主張把製造業從海外遷回美國，而如今，新冠疫情對美國造成巨大的經濟破壞和生命損失，促使川普政府下決心改變在生產和供應鏈方面過度依賴大陸的狀況。川普政府也對依賴台廠代工的晶片供應感到擔憂，因此積極推動英特爾、台積電和三星等大廠到美國設廠。

結束陸供應鏈 逐步脫鉤中

美國對陸鷹派不僅在推動全球供應鏈的「去中國化」，還有意與大陸進行經濟上的大範圍「脫鉤」。川普14日受訪時就放話稱，美國可以切斷與大陸的「一切關係」。美國前亞太助理國務卿希爾（Christopher Hill）說，「現在，這一夢想（美陸脫鉤論）至少有可能成為部分現實，因為這場大流行病大大擴大了戰略需求的範圍，並削弱了主張自由貿易的論點。」"
152,2020-05-26 11:02:00,"台積電（2330）今年以來股價呈現下跌走勢，外資殺聲隆隆，今年狂賣70萬張。但這並不代表外資對於台積電沒有信心，市場認為，沙烏地阿拉伯、卡達等油元國主權基金受到油價下跌影響，不得不拋售股票換現金。

經濟日報、科技新報報導，根據統計，外資今年以來賣超台股共6589億元，已破金融海嘯紀錄，據消息透露，近來外資賣超的主力是主權基金和長線共同基金。報導指出，由於今年各國經濟受到疫情以及油價大跌等衝擊，為了因應資金需求，只好拋售股票，加上台股波段反彈幅度在全球股市名列前茅，導致外資加速提款，而油元國主權基金被視為主要賣壓來源。

賣超的個股中以台積電金額最高，外資今年以來賣超台積電70萬張，逾2142億元，創單一個股新高紀錄。排名第二是國巨，賣超8.5萬張，金額328億元，第三則是鴻海，賣超43.3萬張，金額307.5億元。

台積電去年底收在338元，今天開盤開在295元，今年以來股價下跌約12%，不過早盤走勢強勁，截至10:26，台積電股價上漲5元，漲幅1.71%，暫報297元。





(中時電子報)"
153,2020-05-27 10:18:03,"1.華邦電(2344)：奪去年NOR Flash全球最大供應商龍頭寶座、市佔逾22%，加上昨外資轉買超10,517張，帶動今早股價漲逾5%。

2.台積電(2330)：昨外資回補買超16,340張，加上ADR週二上漲2.05%，拉升今早股價來到298元，突破月線。

3.中鴻(2014)：6月內銷價平盤，法人看好Q3起營運可望好轉，昨獲外資轉買超413張，今早股價漲約3.8%，一舉收復5日線、月線、季線。

4.辣椒(4946)：股票今起預收款券，昨爆量拉出一根長紅棒，今早跳空漲停開出，躍過5日線，但賣壓旋即出籠。

5.歐買尬(3687)：營運樂觀，外資連兩日買超，今早人氣噴發，股價頻頻觸及漲停。

6.貿聯-KY(3665)：特斯拉Model 3居大陸銷售冠軍，後市出貨看增，三大法人齊買超，早盤走高近3%欲脫離盤整區間。

7.金像電(2368)：業績利多持續發酵，股價持續強攻，早盤一度上漲約8%。

8.嘉澤(3533)：Q2獲利看俏，投信、自營商力挺，股價持續創高。

9.宜特(3289)：今年營運看法樂觀搭配技術面偏多，早盤走揚逾半根漲停板。

10.華固(2548)：擁五筆商廠辦土地，後市發展無虞，多方放手攻上95元，為近半年高點。

11.鈺太(6679)：陸筆電追單，Q2業績攻頂有望，早盤上漲2.5%。

12.台船(2208)：訂單撐腰，營運拚逆轉勝，外資連2日挺，股價走揚漲2%。

13.矽統(2363)：前景樂觀助股價登高後，外資連3日調節，晨盤爆量續跌近2%。

14.馬光-KY(4139)：獲陸執照搶攻雲端醫療，今強攻漲停，站上50元。

15.華電網(6163)：獲中華電109年度NGN核心網路SVG設備建設案，激勵連兩日攻頂，登波段高峰。

16.弘裕(1474)：國內外湧單，營運催油門，連拉兩根漲停慶賀，追平前高11.2元。

17.聚隆(1466)：跨足口罩熔噴布生產，預定月底前完成試產，早盤火速攻頂，收復月線。

18.茂林-KY(4935)：獲外資連三買，晨盤挾量彈升6%，攻上150元。

19.上銀(2049)：外資樂看營運4利多，昨擴大買超3222張，早盤放量漲逾3%，挑戰前高。

20.直得(1597)：Q2營運喊衝，三大法人昨轉買超，早盤勁揚逾8%，重返百元。

21.華新(1605)：外資昨擴大買超逾1.7萬張，早盤噴量漲逾1%。

22.國泰金(2882)：現金殖利率達5.01%，吸引長線資金佈局，外資昨回補逾1.7萬張，站穩半年線上。

23.愛地雅(8933)：轉投資損失回沖，估貢獻Q2每股0.14元，早盤一度觸及漲停，改寫前高。

24.健和興(3003)：前4月稅前EPS 1元，車用產品及5G助攻今年業績，昨外資、投信聯手轉買超，今早股價放量攻上漲停。




(時報資訊)"
154,2020-06-01 04:10:00,"面對美國擴大封殺華為，華爾街分析師預期，華為將不使用海思晶片，而將在旗艦手機Mate 50與P50上採用高通（Qualcomm）的Snapdragon晶片組，高通可能出人意料地成為贏家；而包括台積電（2330）、日月光投控（3711）等概念股，29日不乏低接買盤進駐。

法人指出，高通概念股以台積電為首，包括京元電子、日月光投控、廣達、仁寶、矽格、欣銓、智易、正文、啟碁、精測、中磊、璟德、台星科等也入列，29日漲跌幅度多在2％以內，但成交量上包括台積電、京元電子、日月光投控、仁寶、廣達、精測、璟德、中磊等均為日增。

對於美國擴大封殺華為、華爾街分析師預期高通能受惠的看法，兆豐國際投顧協理黃國偉持正面態度。他指出，美國在意華為的關鍵不在手機，而是5G基地台，因華為在5G手機並未壟斷；美國對付華為，但不希望對美國廠商帶來打擊，因此預期，當緩衝期滿，放行華為5G手機的機會高，但對基地台方面將持續限制。

法人表示，中國去美化、美國去中化的趨勢將不會改變，雖然中國不希望依賴美國，但以目前海思技術掌握範圍仍在中低階晶片來說，高階晶片部分仍須倚靠高通，高通原本就有供應華為，在美國強化華為禁令下，高通拿下的份額可能提高，這也符合美國確保領先的目的，因此才說高通可望成為這次事件中的贏家。

安聯台灣大壩基金經理人蕭惠中表示，華為禁令及衍生出的美中關係變數為市場增添不確定性，目前推斷華為禁令應對5G基地台等基建的影響可能較大，需緊盯美中情勢變化。

群益奧斯卡基金經理人朱翡勵則指出，包括去中化及去美化受惠股、具新規格及新平台的半導體及IC設計股、5G基地台／基礎建設建置相關等值得留意。"
